price,market_cap,total_volume
90534.62,1790917617392.4407,77391724184.19348
92251.65,1825195454018.501,80493234958.49161
94217.02,1862618759426.145,80747272080.24826
98509.12,1948284556982.0486,118163852022.3175
98927.49,1958091000957.8345,85746174563.98602
97679.46,1931255637661.502,47414200206.70341
98015.94,1939446484727.4285,50665680246.86775
93004.7,1838788677873.8657,89476321216.0935
91931.83,1819990514406.0881,97389239315.52954
95981.18,1899088665519.225,81469353259.75
95661.6,1892297852304.72,49067932024.40325
97453.25,1926826079390.2441,74670031635.5065
96513.14,1910022814269.8855,43580019720.720634
97311.71,1925808416477.5068,49147687432.565895
95833.14,1896576914275.523,101019861361.49252
96031.63,1900922167493.3643,87935752287.975
98881.47,1957276192604.2603,98230784298.0459
97201.5,1920742551503.6094,190460293531.53802
99973.85,1978389972043.7947,115812632020.44765
99781.83,1974739091620.7542,61061136199.7846
101235.37,2003238967638.8286,62677764785.05408
97353.95,1926047690157.6282,146846843211.51685
96649.71,1913115778728.2837,125835977742.51114
101123.62,2001746436338.842,118484957960.76833
100000.81,1979166149963.3093,100092043319.81221
101352.23,2005406021235.8357,78802903278.85962
101367.01,2007646386698.8667,57321924844.41535
104721.5,2075487816560.1924,70645074624.52869
106074.11,2097460193710.789,115184737759.33566
106034.91,2100629850064.9119,93417826250.1972
100355.58,1985284833093.572,113692025885.44745
97851.35,1937022229972.2085,100611554887.24123
97691.43,1932373308116.0107,112340864006.62827
97202.82,1922768195068.165,53058382639.48845
95094.27,1884599149192.4587,44619017105.36954
94644.91,1874912975786.6604,64937790292.61125
98695.71,1951173788529.116,49169088282.15742
99344.95,1966481159354.1177,33963749856.44743
95678.31,1894744251986.1084,45049342388.18843
94331.95,1867708753554.924,41498540807.666954
95184.62,1885556552231.4314,22429850903.940086
93663.45,1854872605738.8086,24065314499.502274
92627.28,1833188187477.531,57595164139.4709
93507.86,1851839954625.13,45327464907.74362
94384.18,1869193319140.2422,23275007789.496334
96852.15,1917905016063.62,45157338602.617516
98084.34,1942834829349.9563,35721645948.10051
98256.74,1946611205641.351,20979035420.980793
98364.59,1948339898718.8586,20060293834.7155
102229.39,2024825178619.8228,46111387334.46171
96952.1,1919133187081.3127,60610257147.15405
95016.71,1885313354913.7239,65790469838.34392
92376.28,1832933628117.9436,65850881574.76184
94736.63,1876836759923.398,63433655716.757095
94559.55,1874286243377.8525,17836423168.41627
94454.77,1870314882306.9236,19608932595.53299
94456.35,1870609367804.8223,76328330233.31137
96574.08,1912603332624.1123,51241728228.81719
100313.15,1986831430651.8647,57637319739.543396
100044.58,1980935754458.284,50150102497.2729
104160.69,2063854663834.0774,69135117732.00064
