price,market_cap,total_volume
215.08,101553234625.10576,13805972977.973513
209.37,98608091950.04749,10550722956.667837
219.09,103343063143.62659,7498818405.350817
216.05,101970934386.94557,5969522661.832492
237.47,112583245508.81412,12972061001.980022
239.78,113790106211.8517,10983854913.148941
237.91,112928994362.1699,8433368277.4585285
236.04,112008978842.06454,8823415601.787249
257.25,122060813280.85324,14028640651.231201
256.25,121664259170.88939,9312488228.35439
254.7,120859540109.97667,8833978840.183693
253.64,120502230128.64162,6901354952.3071165
234.54,111344542068.44252,8666830055.465332
230.78,109620678337.06673,9750668817.715805
242.47,115105327487.59502,7109836475.670383
237.65,112826136421.60674,5255693436.08845
243.7,115695831971.57478,5755025280.657502
238.16,113136826188.84282,4804502975.567071
237.55,112858141484.31874,5045595846.945474
225.53,107159640532.60336,9899598134.99005
234.99,111849188040.85468,10452192112.243505
229.07,108895156641.66345,8783744907.42495
237.3,112780864777.68202,12602226714.283775
237.01,112628691231.92856,8922633455.40031
238.89,113839345705.58537,5251587540.533853
237.58,113135754973.99297,4395374812.781921
217.62,103658784770.72432,11429229527.743338
213.53,101631048226.2473,11187514118.859241
227.07,108729401497.31157,7555103206.1240225
227.03,108699878063.44142,6550517085.993641
224.6,107552367996.59578,5161260053.695949
219.87,105315505829.8883,3877459092.60342
224.54,107667694926.24757,3942318066.518842
216.52,103890617385.6761,6624387280.0088625
222.74,106838498036.11574,7985124597.628129
205.36,98187529554.2457,8480297085.511605
194.9,93450456552.31743,10468690590.802677
194.12,92885810388.18964,12107653719.181095
181.03,86608023116.47685,6815137488.7062845
180.15,86503599316.97266,5182484546.123343
189.84,91042236757.00714,6301604625.525055
197.5,94580217212.31563,4227931012.2157845
197.36,94663647605.30154,3348485302.259563
188.14,90223406707.14066,3632161406.3318877
183.75,88113693164.8477,3493249464.36059
194.83,93472385728.09871,2617139754.420275
189.93,91097223580.56879,2637965244.6069903
190.7,91400962709.76645,3958275830.342855
189.45,91478338043.51134,3962483816.1795225
193.65,93458487148.00087,2824600478.597266
207.88,100434907190.98921,5084254052.257431
217.65,105094794982.75977,4911221653.277528
216.68,104689355900.12187,3044194454.6550207
213.45,103130316780.37645,3048234520.4287724
218.42,105522704111.37778,4309097910.341224
